TR Name,Category of registration,Degree,Hypercoreness_False,Hypercoreness_sub_False,Hypercoreness_True,Hypercoreness_sub_True,Hypercoreness_G_False,Hypercoreness_G_sub_False,Hypercoreness_G_True,Hypercoreness_G_sub_True,TR Country,Members FTE,Assets,Revenue,Nb employees,NACE,Level Sub-National,Level Global,Level European,Level National,Level Regional/Local
Sdružení pro internetový rozvoj,Trade and business associations,1.0,0.0407661425225828,0.0296624956378683,0.005602568123662,0.0043342792857791,0.0555555555555556,0.03125,0.008,0.0103092783505155,CZECH REPUBLIC,1.0,,,,,0,0,1,1,0
Kantar Media UK Ltd,Companies and groups,2.0,0.0939047937676242,0.230218771291357,0.019879862270449,0.0755261429861051,0.833333333333333,0.84375,0.12,0.278350515463918,UNITED KINGDOM,0.3,194473.163960371,28219.2026831635,301.0,"M - Professional, scientific and technical activities",0,1,0,0,0
Elisa Oyj,Companies and groups,5.0,0.0928236868517899,,0.019573640144198,,0.111111111111111,,0.028,,FINLAND,1.0,3307311.69319153,2278469.82681751,5623.0,J - Information and communication,0,1,1,1,0
Ancienne Belgique,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,BELGIUM,0.45,,,,,1,0,1,1,0
International Olympic Committee,"Other organisations, public or mixed entities",2.0,0.0520575443292071,,0.0055790025979159,,0.0555555555555556,,0.008,,SWITZERLAND,2.8,,,,,0,1,0,0,0
International Paralympic Committee,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,GERMANY,0.1,,,,,0,1,0,0,0
Coalition for App Fairness,Trade and business associations,2.0,0.0520575443292071,,0.0055790025979159,,0.0555555555555556,,0.008,,UNITED STATES,1.25,,,,,0,1,1,1,0
Interpeace,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,SWITZERLAND,1.75,,,,,0,1,0,0,0
Bulgarian Industrial Capital Association,Trade and business associations,2.0,0.0951147859612229,0.0975351878624724,0.0152765967071059,0.0188661278360017,0.194444444444444,0.125,0.032,0.0412371134020619,BULGARIA,1.25,,,,,1,0,1,1,0
Българска стопанска камара - съюз на българския бизнес,Trade and business associations,2.0,0.106572830537367,0.115762666799608,0.018801004413596,0.0241077613824564,0.194444444444444,0.125,0.04,0.0412371134020619,BULGARIA,1.0,,,,,0,0,0,1,0
The Pan-European Regional Council of the International Trade Union Confederation,Trade unions and professional associations,4.0,0.206756838566808,0.278108745866361,0.0391019307179024,0.0851020558183389,0.777777777777778,0.84375,0.124,0.278350515463918,BELGIUM,0.5,,,,,0,1,1,1,0
Novonesis A/S,Companies and groups,5.0,0.204671414233141,0.340001163235123,0.0363983359811918,0.0969136994852566,0.638888888888889,0.6875,0.1,0.22680412371134,DENMARK,4.0,4013510.6369555,2557155.45675159,6781.0,C - Manufacturing,0,1,0,0,0
"Център за междуетнически диалог и толерантност ""Амалипе""","Non-governmental organisations, platforms and networks and similar",1.0,0.0543486434386401,0.0678726922246041,0.0096740285834437,0.0145318485502225,0.166666666666667,0.09375,0.024,0.0309278350515464,BULGARIA,3.0,,,,,1,1,1,1,0
Integro Association,"Non-governmental organisations, platforms and networks and similar",1.0,0.0543486434386401,0.0678726922246041,0.0096740285834437,0.0145318485502225,0.166666666666667,0.09375,0.024,0.0309278350515464,BULGARIA,1.5,,,,,0,0,0,1,1
For Our Children Foundation,"Non-governmental organisations, platforms and networks and similar",1.0,0.0543486434386401,0.0678726922246041,0.0096740285834437,0.0145318485502225,0.166666666666667,0.09375,0.024,0.0309278350515464,BULGARIA,0.75,,,,,0,0,0,1,1
Suomen Ylioppilaskuntien Liitto SYL ry,"Non-governmental organisations, platforms and networks and similar",1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,FINLAND,2.0,,,,,0,0,1,1,0
Cleantech for Europe,"Non-governmental organisations, platforms and networks and similar",6.0,0.130143860823018,,0.0167370077937477,,0.138888888888889,,0.024,,BELGIUM,5.0,,,,,0,0,1,0,0
Redeia,Companies and groups,3.0,0.153851742101993,0.374889908104425,0.0315287060823043,0.114504852068633,0.666666666666667,0.625,0.12,0.247422680412371,SPAIN,1.0,15765961.6676807,2248913.28839839,2420.0,"D - Electricity, gas, steam and air conditioning supply",1,1,1,1,0
Confederation of Free Trade Unions of Ukraine,Trade unions and professional associations,3.0,0.147017795408562,0.165515894777074,0.0243044629961496,0.0321486243903714,0.194444444444444,0.125,0.048,0.0618556701030928,UKRAINE,1.25,,,,,0,1,1,1,1
Federation of Trade Unions of Ukraine,Trade unions and professional associations,3.0,0.147017795408562,0.165515894777074,0.0243044629961496,0.0321486243903714,0.194444444444444,0.125,0.048,0.0618556701030928,UKRAINE,0.0,,,,,0,1,1,1,0
The Pan European Reserves and Resources Reporting Committee,"Non-governmental organisations, platforms and networks and similar",1.0,0.0565567397919355,0.0879634245642023,0.0101834055272801,0.0182384322723583,0.194444444444444,0.125,0.028,0.0412371134020619,BELGIUM,0.5,,,,,0,1,1,1,0
Coinbase,Companies and groups,3.0,0.0928236868517899,,0.011181570721578,,0.0555555555555556,,0.016,,UNITED STATES,1.05,,1277000.0,1700.0,K - Financial and insurance activities,0,1,1,1,0
The Salvation Army EU Affairs Office,"Non-governmental organisations, platforms and networks and similar",1.0,0.0565567397919355,0.102221363643917,0.0101834055272801,0.0212878635534244,0.194444444444444,0.15625,0.028,0.0515463917525773,UNITED KINGDOM,1.25,,,,,0,1,1,0,0
The Kraft Heinz Company,Companies and groups,3.0,0.0981487677038028,0.0296624956378683,0.0130226576130765,0.0043342792857791,0.138888888888889,0.03125,0.02,0.0103092783505155,UNITED KINGDOM,1.0,,24225.4596681595,200.0,C - Manufacturing,0,1,0,0,0
Vereniging van de Nederlandse Pluimveeverwerkende Industrie,Trade and business associations,3.0,0.144809699055266,0.165515894777074,0.0237950860523133,0.0321486243903714,0.194444444444444,0.15625,0.048,0.0721649484536082,NETHERLANDS,7.5,,,,,0,0,0,1,0
RWM,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,NETHERLANDS,0.1,12028.7933151293,,76.0,"E - Water supply, sewerage, waste management and remediation activities",0,0,0,0,1
Organisation Mondiale de la Jeunesse Espérantiste,"Non-governmental organisations, platforms and networks and similar",1.0,0.0580734120346031,0.129441065523373,0.0105982538651929,0.0279194383031951,0.222222222222222,0.21875,0.032,0.0721649484536082,NETHERLANDS,4.25,,,,,0,1,0,0,0
Combat Antisemitism Movement,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,UNITED STATES,0.25,,,,,0,1,0,0,0
EuropeActive,Trade and business associations,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,BELGIUM,8.0,,,,,0,0,1,0,0
Union des Transports Publics et ferroviaires,Trade unions and professional associations,1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,FRANCE,1.8,,,,,0,0,1,1,0
Discord Inc.,Companies and groups,5.0,0.149380426643725,0.116911361483623,0.024154477547816,0.0242387747469483,0.194444444444444,0.1875,0.032,0.0618556701030928,UNITED STATES,1.1,,34900.0,610.0,J - Information and communication,1,1,1,1,0
Artelys,Professional consultancies,1.0,0.0496949130940432,0.0296624956378683,0.0085184893452074,0.0043342792857791,0.111111111111111,0.03125,0.016,0.0103092783505155,FRANCE,0.4,,,,,1,1,1,1,0
Open Finance Association Europe,Trade and business associations,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,BELGIUM,0.5,,,,,0,0,1,1,0
Kellanova,Companies and groups,1.0,0.0543486434386401,0.102221363643917,0.0096740285834437,0.0212878635534244,0.166666666666667,0.15625,0.024,0.0515463917525773,IRELAND,0.5,18496000.0,15315000.0,30000.0,C - Manufacturing,1,1,1,1,0
Związek Banków Polskich,Trade and business associations,4.0,0.145047873950517,0.0879634245642023,0.0203085465517301,0.0182384322723583,0.25,0.125,0.036,0.0412371134020619,POLAND,2.75,,,,,0,0,1,1,0
Union Fédérale des Consommateurs - Que Choisir,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,FRANCE,2.25,,,,,1,0,1,1,0
BlueBay Asset Management LLP,Companies and groups,1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,UNITED KINGDOM,0.0,146437.388857007,196335.914976597,,K - Financial and insurance activities,0,1,0,0,0
Institute for Climate Economics,Think tanks and research institutions,5.0,0.118852459016393,,0.0139710720205359,,0.138888888888889,,0.02,,FRANCE,0.2,,,,,1,1,1,1,0
E-SPACE,Companies and groups,1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,FRANCE,0.5,15323.3463452423,20935.7064578992,,C - Manufacturing,0,1,1,1,0
International Partnership for Human Rights,"Non-governmental organisations, platforms and networks and similar",1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,BELGIUM,1.95,,,,,0,1,0,0,0
The European Digital Payments Industry Alliance ,Trade and business associations,6.0,0.190972454555593,,0.0242042283346544,,0.222222222222222,,0.036,,BELGIUM,1.5,,,,,0,0,1,0,0
Deutscher Caritasverband e. V.,"Non-governmental organisations, platforms and networks and similar",1.0,0.0460912233745957,0.0296624956378683,0.0074436550151605,0.0043342792857791,0.0833333333333333,0.03125,0.012,0.0103092783505155,GERMANY,2.75,,,,,1,1,1,1,0
Chemical Industry Federation of Finland (Kemianteollisuus ry),Trade and business associations,3.0,0.0667949146871864,,0.0139946375462821,,0.0555555555555556,,0.02,,FINLAND,3.0,,,,,0,1,1,1,0
Arton Capital,Companies and groups,2.0,0.0815322850451656,,0.0112051362473242,,0.111111111111111,,0.016,,CANADA,0.75,,,,,0,1,1,0,0
PolitAnalytics,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,SWITZERLAND,1.5,,,4.0,J - Information and communication,0,0,1,0,0
Fundacja im. Kazimierza Pułaskiego,"Non-governmental organisations, platforms and networks and similar",1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,POLAND,4.0,,,,,1,1,1,1,0
Cellnex Telecom S.A.,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,SPAIN,1.25,47205292.434867,3727957.19937086,3018.0,J - Information and communication,1,0,1,1,0
aditus foundation,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,MALTA,0.5,,,,,0,0,1,1,0
Conseil National des Greffiers des Tribunaux de Commerce,Trade unions and professional associations,2.0,0.0667949146871864,0.0296624956378683,0.00839206942262,0.0043342792857791,0.0833333333333333,0.03125,0.012,0.0103092783505155,FRANCE,0.5,,,,,0,0,1,1,1
Copenhagen Infrastructure Partners P/S,Companies and groups,10.0,0.459331676464497,0.589957541918009,0.0786639145960385,0.157645422572166,0.861111111111111,0.6875,0.192,0.288659793814433,DENMARK,2.0,79757.6055484414,142904.385920584,320.0,"M - Professional, scientific and technical activities",0,1,0,0,0
European University Institute,Academic institutions,16.0,0.380287562331724,0.284481612576233,0.0602382374199402,0.0795084840194794,0.527777777777778,0.40625,0.104,0.154639175257732,ITALY,0.7,,,,,0,1,1,1,0
Tradeka-Yhtiöt Oy,Companies and groups,1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,FINLAND,0.0,809820.621147782,710661.563087908,4243.0,K - Financial and insurance activities,0,1,1,1,0
Concern Worldwide,"Non-governmental organisations, platforms and networks and similar",1.0,0.0543486434386401,0.0879634245642023,0.0096740285834437,0.0182384322723583,0.166666666666667,0.125,0.024,0.0412371134020619,IRELAND,0.25,,,,,0,1,0,0,0
GOAL Global,"Non-governmental organisations, platforms and networks and similar",1.0,0.0543486434386401,0.0879634245642023,0.0096740285834437,0.0182384322723583,0.166666666666667,0.125,0.024,0.0412371134020619,IRELAND,0.25,,,,,0,1,0,0,0
Agroecology Europe,"Non-governmental organisations, platforms and networks and similar",4.0,0.194687027035639,0.224965518387424,0.033823845946599,0.0622923098359646,0.444444444444444,0.34375,0.072,0.134020618556701,BELGIUM,3.5,,,,,0,0,1,0,0
Internet Society,"Non-governmental organisations, platforms and networks and similar",1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,UNITED STATES,1.25,,,,,0,1,0,0,0
Wirtschaftsforum der SPD e.V.,Trade and business associations,1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,GERMANY,1.5,,,,,1,0,1,1,0
Grundfos Holding A/S,Companies and groups,3.0,0.168590705603084,0.270979776326504,0.0340893092565969,0.1004892698429,0.638888888888889,0.6875,0.092,0.22680412371134,DENMARK,2.0,4416396.36683464,4781991.14271998,20234.0,K - Financial and insurance activities,1,1,1,1,0
CIVICUS: World Alliance for Citizen Participation,"Non-governmental organisations, platforms and networks and similar",1.0,0.0648984371266071,0.204943333831863,0.0152585631157721,0.0646396733126991,0.416666666666667,0.4375,0.06,0.144329896907216,SOUTH AFRICA,1.0,,,,,0,1,0,0,0
Deutsche Schutzvereinigung für Wertpapierbesitz e.V.,"Non-governmental organisations, platforms and networks and similar",1.0,0.0648984371266071,0.204943333831863,0.0152585631157721,0.0646396733126991,0.416666666666667,0.4375,0.06,0.144329896907216,GERMANY,0.5,,,,,0,0,1,1,0
Tree Energy Solutions BV,Companies and groups,17.0,0.553428284662811,0.583005134852186,0.105513577520707,0.193261143038783,0.888888888888889,0.71875,0.256,0.422680412371134,BELGIUM,1.65,3225.49497964621,,5.0,"M - Professional, scientific and technical activities",1,1,1,1,0
Norwegian-African Business Association,Trade and business associations,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,NORWAY,0.0,,,,,0,1,0,0,0
Bundesverband Deutscher Milchviehhalter e.V.,"Non-governmental organisations, platforms and networks and similar",1.0,0.0580734120346031,,0.0105982538651929,,0.222222222222222,,0.032,,GERMANY,0.2,,,,,1,0,1,1,0
Fränkischer Weinbauverband e. V.,Trade unions and professional associations,1.0,0.0580734120346031,,0.0105982538651929,,0.222222222222222,,0.032,,GERMANY,0.1,,,,,1,0,1,1,0
Verband Deutscher Hopfenpflanzer e.V.,Trade unions and professional associations,1.0,0.0580734120346031,,0.0105982538651929,,0.222222222222222,,0.032,,GERMANY,0.0,,,,,0,1,1,1,0
Bayerischer Gärtnerei-Verband e.V.,Trade and business associations,1.0,0.0580734120346031,,0.0105982538651929,,0.222222222222222,,0.032,,GERMANY,0.0,,,,,0,0,0,0,1
Landesvereinigung für den ökologischen landbau in Bayern e.V.,"Non-governmental organisations, platforms and networks and similar",1.0,0.0580734120346031,,0.0105982538651929,,0.222222222222222,,0.032,,GERMANY,0.1,,,,,1,0,0,1,0
Fédération Nationale d'Agriculture Biologique des régions de France,Trade unions and professional associations,1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,FRANCE,0.5,,,,,1,1,1,1,0
Archer Daniels Midland,Companies and groups,4.0,0.124177539868406,0.0478899745750037,0.0158121589120344,0.0095759128322338,0.166666666666667,0.0625,0.024,0.0206185567010309,SWITZERLAND,2.5,59774000.0,101556000.0,42000.0,C - Manufacturing,1,1,1,1,0
"Gibson, Dunn & Crutcher LLP",Law firms,1.0,0.0496949130940432,0.0678726922246041,0.0085184893452074,0.0145318485502225,0.111111111111111,0.09375,0.016,0.0309278350515464,UNITED STATES,0.3,,,,,0,1,1,0,0
enernovum GmbH & Co. KG,Companies and groups,1.0,0.0496949130940432,0.0678726922246041,0.0085184893452074,0.0145318485502225,0.111111111111111,0.09375,0.016,0.0309278350515464,GERMANY,0.1,3162.58221871548,,8.0,K - Financial and insurance activities,0,0,1,0,0
Prager Dreifuss AG,Law firms,1.0,0.0496949130940432,0.0678726922246041,0.0085184893452074,0.0145318485502225,0.111111111111111,0.09375,0.016,0.0309278350515464,SWITZERLAND,0.3,,,,,0,1,0,1,0
SICPA SA,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,SWITZERLAND,0.25,,,160.0,C - Manufacturing,0,1,0,0,0
US Council for International Business,Trade and business associations,2.0,0.0260287721646035,,0.0055790025979159,,0.0277777777777778,,0.008,,UNITED STATES,0.25,,,,,0,1,0,0,0
Joint European Disruptive Initiative,"Non-governmental organisations, platforms and networks and similar",2.0,0.0815322850451656,,0.0112051362473242,,0.111111111111111,,0.016,,FRANCE,1.0,,,,,0,0,1,0,0
F. Hoffmann-La Roche Ltd,Companies and groups,4.0,0.11826076566458,0.215312744071655,0.0218342792528292,0.0695645048316209,0.583333333333333,0.59375,0.084,0.195876288659794,SWITZERLAND,4.95,,,500.0,C - Manufacturing,0,1,0,0,0
Bunge Ltd,Companies and groups,4.0,0.104115088658414,,0.0111580051958318,,0.111111111111111,,0.016,,UNITED STATES,3.5,,,,C - Manufacturing,0,1,0,0,0
KERING,Companies and groups,3.0,0.0981487677038028,,0.0130226576130765,,0.111111111111111,,0.016,,FRANCE,0.2,36201453.2309771,21742630.5681467,47227.0,"G - Wholesale and retail trade, repair of motor vehicles and motorcycles",1,1,1,1,0
European Venture Philanthropy Association,"Non-governmental organisations, platforms and networks and similar",1.0,0.0460912233745957,,0.0074436550151605,,0.0833333333333333,,0.012,,BELGIUM,3.0,,,,,0,0,1,0,0
World Travel and Tourism Council,Trade and business associations,7.0,0.170910003345601,0.0296624956378683,0.0223395759174098,0.0043342792857791,0.166666666666667,0.03125,0.032,0.0103092783505155,UNITED KINGDOM,1.1,,,,,0,1,0,0,0
Associação Portuguesa de Imprensa,Trade and business associations,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,PORTUGAL,6.0,,,,,0,0,0,1,0
Associação das Empresas Portuguesas para o Sector do Ambiente,Trade and business associations,1.0,0.0407661425225828,0.0296624956378683,0.005602568123662,0.0043342792857791,0.0555555555555556,0.03125,0.008,0.0103092783505155,PORTUGAL,0.1,,,,,0,0,0,1,0
